what,kind,bundleId,bundleVersion,description,time
error,log,,,"Plug-in com.python.pydev.debug was unable to load class com.python.pydev.debug.console.EvaluationConsoleInputListener.",1418155601078
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155602314
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155607112
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155607144
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155609986
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1418155610299
opened,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1418155610330
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.VariableView",1418155610408
activated,perspective,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugPerspective",1418155610533
opened,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.BreakpointView",1418155610814
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1418155614813
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155614891
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155615763
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155616325
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155617668
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155622513
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155630087
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155631165
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155631665
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155632103
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155632681
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155633149
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155633618
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155634087
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155634525
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155634978
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155635353
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155635722
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155636253
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.StepOver",1418155636628
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418155638974
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418155676581
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418155697409
activated,view,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.DebugView",1418155700327
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Resume",1418155700390
executed,command,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui.commands.Terminate",1418155701172
activated,perspective,org.python.pydev,3.9.0.201411111611,"org.python.pydev.ui.PythonPerspective",1418155704997
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418155704997
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155707805
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155714645
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418155726490
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418155774513
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418155788525
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1418155789789
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1418155791640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418155795469
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418155796813
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155799391
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155807135
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418155807150
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418155878653
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418155883561
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418155885160
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418155895989
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155900194
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155903805
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418155903820
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418155907399
executed,command,org.python.pydev.debug,3.9.0.201411111611,"org.python.pydev.debug.ui.actions.runEditorBasedOnNatureTypeAction",1418155908321
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155908571
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155915260
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418155915260
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155933071
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155950543
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155956525
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418155991545
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156021141
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156023762
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156234208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418156287028
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156293294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156300638
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156302356
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156306613
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156308848
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156314614
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418156322418
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156330129
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156337375
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156338703
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156339312
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156340289
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156346465
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156349760
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156357701
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156360686
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156390364
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156399390
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156418458
activated,view,org.python.pydev,3.9.0.201411111611,"org.python.pydev.navigator.view",1418156427872
error,log,,,"INSTANCE",1418156428075
opened,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156428200
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156428278
activated,view,org.python.pydev,3.9.0.201411111611,"org.python.pydev.navigator.view",1418156429213
opened,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156429416
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156429447
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418156447272
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156450444
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156454661
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1418156469391
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418156489475
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156491881
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156493959
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156499988
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156600158
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156605925
closed,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156605925
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156607081
closed,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156607081
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156612773
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418156619332
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156662865
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156894788
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1418156897460
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156901883
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156914773
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156919242
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156926242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156928743
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156950207
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418156952426
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156955248
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156961951
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156967827
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418156984177
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157024466
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157031737
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157031815
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418157036456
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157079864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157080474
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157080864
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157081255
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157081615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157081990
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157082240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157082583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157082865
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157083240
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157083615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157083927
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157084302
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157085333
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157086052
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157087318
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157087943
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157088537
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157089640
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157093070
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157094351
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157095117
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157095695
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157096195
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157096742
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1418157105852
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1418157107117
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1418157108914
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157115633
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157124564
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157126909
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1418157155490
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1418157158201
activated,view,org.python.pydev,3.9.0.201411111611,"org.python.pydev.navigator.view",1418157168248
error,log,,,"INSTANCE",1418157168436
opened,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418157168498
activated,editor,org.python.pydev,3.9.0.201411111611,"org.python.pydev.editor.PythonEditor",1418157168529
